~id,ensembl_id:String,preferred_id:String,~label
PREX2,,gene_id,Gene
ARHGAP42,,gene_id,Gene
DOCK10,,gene_id,Gene
ARHGAP40,,gene_id,Gene
PLEKHG4B,,gene_id,Gene
PREX1,,gene_id,Gene
STOM,,gene_id,Gene
REPS1,,gene_id,Gene
ARHGEF16,,gene_id,Gene
ARHGEF15,,gene_id,Gene
STARD13,,gene_id,Gene
ARHGEF19,,gene_id,Gene
VANGL1,,gene_id,Gene
DIAPH3,,gene_id,Gene
DNMBP,,gene_id,Gene
CDC42EP5,,gene_id,Gene
CDC42EP4,,gene_id,Gene
CDC42EP3,,gene_id,Gene
CDC42EP2,,gene_id,Gene
MAP3K11,,gene_id,Gene
CDC42EP1,,gene_id,Gene
ARHGEF10,,gene_id,Gene
CDC42SE2,,gene_id,Gene
DOCK7,,gene_id,Gene
DOCK6,,gene_id,Gene
ARHGEF25,,gene_id,Gene
ARHGAP9,,gene_id,Gene
ARHGEF26,,gene_id,Gene
TFRC,,gene_id,Gene
DOCK9,,gene_id,Gene
DOCK8,,gene_id,Gene
FAM13B,,gene_id,Gene
ARHGAP1,,gene_id,Gene
ARHGAP17,,gene_id,Gene
ARHGAP4,,gene_id,Gene
ARHGAP5,,gene_id,Gene
ABR,,gene_id,Gene
TMPO,,gene_id,Gene
ARHGAP22,,gene_id,Gene
ARHGAP21,,gene_id,Gene
SYDE1,,gene_id,Gene
ARHGAP20,,gene_id,Gene
ARAP3,,gene_id,Gene
ARAP1,,gene_id,Gene
ARAP2,,gene_id,Gene
CDC42BPB,,gene_id,Gene
BAIAP2,,gene_id,Gene
CDC42BPA,,gene_id,Gene
GMIP,,gene_id,Gene
ARHGEF4,,gene_id,Gene
ARHGEF5,,gene_id,Gene
ARHGEF9,,gene_id,Gene
ARHGEF6,,gene_id,Gene
IQGAP1,,gene_id,Gene
IQGAP2,,gene_id,Gene
IQGAP3,,gene_id,Gene
MCF2L,,gene_id,Gene
SH3PXD2A,,gene_id,Gene
LBR,,gene_id,Gene
ECT2,,gene_id,Gene
PLEKHG4,,gene_id,Gene
PLEKHG2,,gene_id,Gene
PLEKHG3,,gene_id,Gene
KTN1,,gene_id,Gene
KCTD3,,gene_id,Gene
FARP1,,gene_id,Gene
FMNL2,,gene_id,Gene
FMNL3,,gene_id,Gene
FMNL1,,gene_id,Gene
SHKBP1,,gene_id,Gene
PLEKHG1,,gene_id,Gene
ARHGAP11B,,gene_id,Gene
WIPF1,,gene_id,Gene
WIPF2,,gene_id,Gene
WIPF3,,gene_id,Gene
ARHGDIG,,gene_id,Gene
ARHGDIB,,gene_id,Gene
TAGAP,,gene_id,Gene
WDR91,,gene_id,Gene
GNA13,,gene_id,Gene
OPHN1,,gene_id,Gene
GIT2,,gene_id,Gene
KIF6,,gene_id,Gene
KIF9,,gene_id,Gene
KIF16B,,gene_id,Gene
RINT1,,gene_id,Gene
KIF20B,,gene_id,Gene
NBAS,,gene_id,Gene
STX18,,gene_id,Gene
KIF12,,gene_id,Gene
KIF19,,gene_id,Gene
KIF1A,,gene_id,Gene
KIF1C,,gene_id,Gene
KIF1B,,gene_id,Gene
SURF4,,gene_id,Gene
KIF25,,gene_id,Gene
KIF27,,gene_id,Gene
KIF18B,,gene_id,Gene
KIF26B,,gene_id,Gene
KIFC2,,gene_id,Gene
KIFC1,,gene_id,Gene
KIF13B,,gene_id,Gene
KIF21A,,gene_id,Gene
KIF21B,,gene_id,Gene
BNIP1,,gene_id,Gene
GALNT2,,gene_id,Gene
GALNT1,,gene_id,Gene
RAB18,,gene_id,Gene
PAFAH1B3,,gene_id,Gene
RAB3GAP2,,gene_id,Gene
PAFAH1B2,,gene_id,Gene
RAB3GAP1,,gene_id,Gene
BICD1,,gene_id,Gene
AGPAT3,,gene_id,Gene
BICD2,,gene_id,Gene
RAB6B,,gene_id,Gene
RAB6A,,gene_id,Gene
CREB3L1,,gene_id,Gene
CREB3L4,,gene_id,Gene
CREB3L2,,gene_id,Gene
DCSTAMP,,gene_id,Gene
CREBRF,,gene_id,Gene
ARSB,,gene_id,Gene
HEXA,,gene_id,Gene
IDUA,,gene_id,Gene
HEXB,,gene_id,Gene
SPAM1,,gene_id,Gene
HYAL3,,gene_id,Gene
IDS,,gene_id,Gene
PDE1C,,gene_id,Gene
PDE1B,,gene_id,Gene
PDE1A,,gene_id,Gene
KCNMB3,,gene_id,Gene
KCNMB4,,gene_id,Gene
KCNN1,,gene_id,Gene
KCNN3,,gene_id,Gene
KCNN4,,gene_id,Gene
EIF2B5,,gene_id,Gene
EIF2B4,,gene_id,Gene
EIF2B3,,gene_id,Gene
EIF5,,gene_id,Gene
EIF2B2,,gene_id,Gene
EIF2B1,,gene_id,Gene
EIF5B,,gene_id,Gene
LRRC49,,gene_id,Gene
AGTPBP1,,gene_id,Gene
NICN1,,gene_id,Gene
TUBB8B,,gene_id,Gene
VASH1,,gene_id,Gene
VASH2,,gene_id,Gene
TUBB2A,,gene_id,Gene
TTLL8,,gene_id,Gene
AGBL5,,gene_id,Gene
TTLL7,,gene_id,Gene
TTLL6,,gene_id,Gene
TUBB2B,,gene_id,Gene
AGBL2,,gene_id,Gene
TTLL4,,gene_id,Gene
AGBL1,,gene_id,Gene
TTLL3,,gene_id,Gene
AGBL4,,gene_id,Gene
TTLL2,,gene_id,Gene
AGBL3,,gene_id,Gene
TTLL1,,gene_id,Gene
TTLL12,,gene_id,Gene
TTLL13,,gene_id,Gene
TTLL9,,gene_id,Gene
TTLL10,,gene_id,Gene
TTLL11,,gene_id,Gene
TTL,,gene_id,Gene
TPGS2,,gene_id,Gene
TUBA3C,,gene_id,Gene
TPGS1,,gene_id,Gene
TUBB8,,gene_id,Gene
TUBA1C,,gene_id,Gene
TUBA3E,,gene_id,Gene
TUBA1B,,gene_id,Gene
TUBA3D,,gene_id,Gene
TUBB6,,gene_id,Gene
TUBB3,,gene_id,Gene
SVBP,,gene_id,Gene
HIPK2,,gene_id,Gene
HIPK1,,gene_id,Gene
ATP1A4,,gene_id,Gene
ATP1A3,,gene_id,Gene
ATP1A2,,gene_id,Gene
SLN,,gene_id,Gene
NKX2-5,,gene_id,Gene
KCNH2,,gene_id,Gene
WWTR1,,gene_id,Gene
KCND1,,gene_id,Gene
DMPK,,gene_id,Gene
KCND2,,gene_id,Gene
KCND3,,gene_id,Gene
FGF14,,gene_id,Gene
FGF12,,gene_id,Gene
FGF11,,gene_id,Gene
KCNE1,,gene_id,Gene
KCNE2,,gene_id,Gene
KCNE3,,gene_id,Gene
KCNE4,,gene_id,Gene
KCNE5,,gene_id,Gene
GATA4,,gene_id,Gene
NPPC,,gene_id,Gene
FXYD6-FXYD2,,gene_id,Gene
TRDN,,gene_id,Gene
KCNIP1,,gene_id,Gene
KCNIP2,,gene_id,Gene
KCNIP3,,gene_id,Gene
KCNIP4,,gene_id,Gene
KCNJ14,,gene_id,Gene
FXYD1,,gene_id,Gene
MMP12,,gene_id,Gene
FXYD4,,gene_id,Gene
FXYD3,,gene_id,Gene
FXYD2,,gene_id,Gene
FXYD7,,gene_id,Gene
KCNK1,,gene_id,Gene
KCNK2,,gene_id,Gene
KCNK3,,gene_id,Gene
KCNK4,,gene_id,Gene
KCNK5,,gene_id,Gene
KCNK6,,gene_id,Gene
KCNK7,,gene_id,Gene
KCNK9,,gene_id,Gene
NPR1,,gene_id,Gene
CLIC2,,gene_id,Gene
KCNK10,,gene_id,Gene
NANOS1,,gene_id,Gene
KCNK12,,gene_id,Gene
KCNK13,,gene_id,Gene
KCNK15,,gene_id,Gene
ATP2B4,,gene_id,Gene
KCNK16,,gene_id,Gene
ATP2B3,,gene_id,Gene
KCNK17,,gene_id,Gene
KCNK18,,gene_id,Gene
ATP2B1,,gene_id,Gene
TBX5,,gene_id,Gene
FKBP1B,,gene_id,Gene
KCNQ1,,gene_id,Gene
ASPH,,gene_id,Gene
RANGRF,,gene_id,Gene
RYR2,,gene_id,Gene
RYR3,,gene_id,Gene
RYR1,,gene_id,Gene
SRI,,gene_id,Gene
ATP2A3,,gene_id,Gene
KCNA5,,gene_id,Gene
ATP2A2,,gene_id,Gene
ATP2A1,,gene_id,Gene
SLC8A1,,gene_id,Gene
SLC8A2,,gene_id,Gene
SLC8A3,,gene_id,Gene
CACNG7,,gene_id,Gene
PLN,,gene_id,Gene
CACNG8,,gene_id,Gene
TNNI3,,gene_id,Gene
CACNG4,,gene_id,Gene
CACNG6,,gene_id,Gene
CORIN,,gene_id,Gene
EGF,,gene_id,Gene
TOR1A,,gene_id,Gene
TOR1B,,gene_id,Gene
EREG,,gene_id,Gene
COPS5,,gene_id,Gene
NECAP1,,gene_id,Gene
COPS4,,gene_id,Gene
COPS6,,gene_id,Gene
NECAP2,,gene_id,Gene
COPS3,,gene_id,Gene
COPS2,,gene_id,Gene
AGTR1,,gene_id,Gene
STAM2,,gene_id,Gene
COPS8,,gene_id,Gene
LRP2,,gene_id,Gene
GPS1,,gene_id,Gene
LOC112268437,,gene_id,Gene
TGOLN2,,gene_id,Gene
LDLR,,gene_id,Gene
REPS2,,gene_id,Gene
IGF2R,,gene_id,Gene
SYT2,,gene_id,Gene
M6PR,,gene_id,Gene
STAM,,gene_id,Gene
SYT9,,gene_id,Gene
SYT8,,gene_id,Gene
PICALM,,gene_id,Gene
BTC,,gene_id,Gene
HGS,,gene_id,Gene
VAMP7,,gene_id,Gene
IL7R,,gene_id,Gene
VAMP4,,gene_id,Gene
ITSN2,,gene_id,Gene
COPS7A,,gene_id,Gene
SLC2A8,,gene_id,Gene
AGFG1,,gene_id,Gene
SH3GL1,,gene_id,Gene
SH3GL3,,gene_id,Gene
EPS15L1,,gene_id,Gene
TACR1,,gene_id,Gene
EPN1,,gene_id,Gene
SNAP91,,gene_id,Gene
EPN2,,gene_id,Gene
TF,,gene_id,Gene
DAB2,,gene_id,Gene
NEDD8,,gene_id,Gene
GRK3,,gene_id,Gene
FCHO2,,gene_id,Gene
FCHO1,,gene_id,Gene
EPS15,,gene_id,Gene
KIAA0319,,gene_id,Gene
EPGN,,gene_id,Gene
SYT12,,gene_id,Gene
HBEGF,,gene_id,Gene
SCARB2,,gene_id,Gene
STON2,,gene_id,Gene
STON1,,gene_id,Gene
CBL,,gene_id,Gene
UBQLN2,,gene_id,Gene
UBQLN1,,gene_id,Gene
LDLRAP1,,gene_id,Gene
EXOC8,,gene_id,Gene
EXOC5,,gene_id,Gene
EXOC4,,gene_id,Gene
EXOC7,,gene_id,Gene
EXOC6,,gene_id,Gene
EXOC1,,gene_id,Gene
EXOC3,,gene_id,Gene
EXOC2,,gene_id,Gene
ASAP1,,gene_id,Gene
CNGA2,,gene_id,Gene
CNGA4,,gene_id,Gene
RAB11FIP3,,gene_id,Gene
CYS1,,gene_id,Gene
PRKD2,,gene_id,Gene
UNC119B,,gene_id,Gene
PKD1,,gene_id,Gene
ARL3,,gene_id,Gene
INPP5E,,gene_id,Gene
NUDT19,,gene_id,Gene
PDE6D,,gene_id,Gene
SLC22A5,,gene_id,Gene
CPT1A,,gene_id,Gene
CPT2,,gene_id,Gene
MID1IP1,,gene_id,Gene
SLC25A20,,gene_id,Gene
THRSP,,gene_id,Gene
PPARD,,gene_id,Gene
SLC12A3,,gene_id,Gene
SLC12A4,,gene_id,Gene
SLC12A5,,gene_id,Gene
SLC12A6,,gene_id,Gene
SLC12A1,,gene_id,Gene
SLC12A2,,gene_id,Gene
SLC12A7,,gene_id,Gene
DNA2,,gene_id,Gene
RHNO1,,gene_id,Gene
ABRAXAS1,,gene_id,Gene
RNF8,,gene_id,Gene
CHEK2,,gene_id,Gene
GTSE1,,gene_id,Gene
TOP3A,,gene_id,Gene
MDC1,,gene_id,Gene
BRCC3,,gene_id,Gene
BRIP1,,gene_id,Gene
PCBP4,,gene_id,Gene
KAT5,,gene_id,Gene
TP53BP1,,gene_id,Gene
BARD1,,gene_id,Gene
RMI1,,gene_id,Gene
RMI2,,gene_id,Gene
PHF20,,gene_id,Gene
BRCA1,,gene_id,Gene
BABAM2,,gene_id,Gene
BABAM1,,gene_id,Gene
UIMC1,,gene_id,Gene
WRN,,gene_id,Gene
MRE11,,gene_id,Gene
NSD2,,gene_id,Gene
RBBP8,,gene_id,Gene
PIAS4,,gene_id,Gene
RNF168,,gene_id,Gene
MDM4,,gene_id,Gene
BLM,,gene_id,Gene
ZNF385A,,gene_id,Gene
TOPBP1,,gene_id,Gene
RAD50,,gene_id,Gene
WEE1,,gene_id,Gene
EXO1,,gene_id,Gene
OPTN,,gene_id,Gene
RAN,,gene_id,Gene
ANKLE2,,gene_id,Gene
TUBAL3,,gene_id,Gene
NCAPG,,gene_id,Gene
NCAPH,,gene_id,Gene
DAXX,,gene_id,Gene
NCAPH2,,gene_id,Gene
TEX12,,gene_id,Gene
TEX15,,gene_id,Gene
MASTL,,gene_id,Gene
DHFR,,gene_id,Gene
MCPH1,,gene_id,Gene
SET,,gene_id,Gene
CDCA5,,gene_id,Gene
NCAPG2,,gene_id,Gene
ARPP19,,gene_id,Gene
SMC4,,gene_id,Gene
CHTF18,,gene_id,Gene
SMC3,,gene_id,Gene
MYBL2,,gene_id,Gene
CTC1,,gene_id,Gene
CENPW,,gene_id,Gene
CENPX,,gene_id,Gene
SIRT2,,gene_id,Gene
MZT2B,,gene_id,Gene
MZT2A,,gene_id,Gene
PIF1,,gene_id,Gene
SYCE3,,gene_id,Gene
SYCE2,,gene_id,Gene
SYCE1,,gene_id,Gene
TERT,,gene_id,Gene
TK1,,gene_id,Gene
GAR1,,gene_id,Gene
EMD,,gene_id,Gene
LIN52,,gene_id,Gene
LIN54,,gene_id,Gene
CDKN2C,,gene_id,Gene
CDKN2D,,gene_id,Gene
CDKN2B,,gene_id,Gene
MZT1,,gene_id,Gene
NCAPD2,,gene_id,Gene
NCAPD3,,gene_id,Gene
LIN37,,gene_id,Gene
PHF8,,gene_id,Gene
ENSA,,gene_id,Gene
JAK2,,gene_id,Gene
PHLDA1,,gene_id,Gene
RAB2A,,gene_id,Gene
IST1,,gene_id,Gene
FKBPL,,gene_id,Gene
VRK1,,gene_id,Gene
VRK2,,gene_id,Gene
CDC25B,,gene_id,Gene
TUBA4B,,gene_id,Gene
PPP1CB,,gene_id,Gene
TUBA8,,gene_id,Gene
CTDNEP1,,gene_id,Gene
MSH4,,gene_id,Gene
MSH5,,gene_id,Gene
TUBGCP6,,gene_id,Gene
TUBGCP4,,gene_id,Gene
TUBGCP5,,gene_id,Gene
FKBP6,,gene_id,Gene
NHP2,,gene_id,Gene
HJURP,,gene_id,Gene
RUVBL1,,gene_id,Gene
RUVBL2,,gene_id,Gene
KMT5A,,gene_id,Gene
DYRK1A,,gene_id,Gene
CNEP1R1,,gene_id,Gene
MNAT1,,gene_id,Gene
NOP10,,gene_id,Gene
DIDO1,,gene_id,Gene
MAX,,gene_id,Gene
TUBGCP2,,gene_id,Gene
TUBGCP3,,gene_id,Gene
HID1,,gene_id,Gene
FOXM1,,gene_id,Gene
NIPBL,,gene_id,Gene
PMEPA1,,gene_id,Gene
OIP5,,gene_id,Gene
PPP1R12A,,gene_id,Gene
PPP1R12B,,gene_id,Gene
SMC1B,,gene_id,Gene
SMC1A,,gene_id,Gene
CDK7,,gene_id,Gene
ESPL1,,gene_id,Gene
RAD21,,gene_id,Gene
TNPO1,,gene_id,Gene
REC8,,gene_id,Gene
ATRX,,gene_id,Gene
CABLES1,,gene_id,Gene
MND1,,gene_id,Gene
LEMD3,,gene_id,Gene
LEMD2,,gene_id,Gene
RAD51,,gene_id,Gene
BLZF1,,gene_id,Gene
HDAC1,,gene_id,Gene
SYCP3,,gene_id,Gene
SYCP1,,gene_id,Gene
SYNE1,,gene_id,Gene
HDAC8,,gene_id,Gene
SYNE2,,gene_id,Gene
SUMO1,,gene_id,Gene
ESCO2,,gene_id,Gene
ESCO1,,gene_id,Gene
MIS18A,,gene_id,Gene
CCNH,,gene_id,Gene
E2F4,,gene_id,Gene
E2F5,,gene_id,Gene
E2F6,,gene_id,Gene
PTK6,,gene_id,Gene
TUBG2,,gene_id,Gene
WAPL,,gene_id,Gene
STAG2,,gene_id,Gene
STAG3,,gene_id,Gene
GORASP2,,gene_id,Gene
NUMA1,,gene_id,Gene
CHTF8,,gene_id,Gene
RCC1,,gene_id,Gene
RAB33B,,gene_id,Gene
RAD51C,,gene_id,Gene
NME7,,gene_id,Gene
CC2D1B,,gene_id,Gene
TOP2A,,gene_id,Gene
BRCA2,,gene_id,Gene
PSMC3IP,,gene_id,Gene
MIS18BP1,,gene_id,Gene
MLH1,,gene_id,Gene
MLH3,,gene_id,Gene
DSCC1,,gene_id,Gene
RSF1,,gene_id,Gene
LCMT1,,gene_id,Gene
GINS2,,gene_id,Gene
GINS3,,gene_id,Gene
UBE2I,,gene_id,Gene
GINS1,,gene_id,Gene
GINS4,,gene_id,Gene
SHQ1,,gene_id,Gene
MAU2,,gene_id,Gene
DKC1,,gene_id,Gene
PRDM9,,gene_id,Gene
TYMS,,gene_id,Gene
PPME1,,gene_id,Gene
BORA,,gene_id,Gene
PDS5B,,gene_id,Gene
PDS5A,,gene_id,Gene
SUN2,,gene_id,Gene
SUN1,,gene_id,Gene
RBL1,,gene_id,Gene
LPIN1,,gene_id,Gene
RBL2,,gene_id,Gene
LPIN2,,gene_id,Gene
LPIN3,,gene_id,Gene
CKS1B,,gene_id,Gene
RTEL1,,gene_id,Gene
SPAST,,gene_id,Gene
CDK11B,,gene_id,Gene
RRM2,,gene_id,Gene
CDK11A,,gene_id,Gene
STN1,,gene_id,Gene
PPP2R3B,,gene_id,Gene
PPP2R2D,,gene_id,Gene
SPO11,,gene_id,Gene
PPP2R2A,,gene_id,Gene
ARHGEF33,,gene_id,Gene
ARHGEF35,,gene_id,Gene
ARHGEF38,,gene_id,Gene
ARHGEF37,,gene_id,Gene
ARHGEF39,,gene_id,Gene
OBSCN,,gene_id,Gene
ARHGEF2,,gene_id,Gene
ARHGEF3,,gene_id,Gene
ARHGEF1,,gene_id,Gene
ARHGEF10L,,gene_id,Gene
AATF,,gene_id,Gene
CASP2,,gene_id,Gene
ARHGEF40,,gene_id,Gene
PLEKHG5,,gene_id,Gene
PRPF38B,,gene_id,Gene
ARHGEF18,,gene_id,Gene
ARHGEF17,,gene_id,Gene
TIAM2,,gene_id,Gene
BEX3,,gene_id,Gene
AKAP13,,gene_id,Gene
ACTN1,,gene_id,Gene
PARVB,,gene_id,Gene
PARVA,,gene_id,Gene
CLDN12,,gene_id,Gene
CLDN11,,gene_id,Gene
CLDN10,,gene_id,Gene
CLDN16,,gene_id,Gene
CLDN15,,gene_id,Gene
CLDN14,,gene_id,Gene
CLDN19,,gene_id,Gene
CLDN18,,gene_id,Gene
CLDN17,,gene_id,Gene
LIMS1,,gene_id,Gene
PALS1,,gene_id,Gene
LIMS2,,gene_id,Gene
FBLIM1,,gene_id,Gene
ILK,,gene_id,Gene
TESK1,,gene_id,Gene
CLDN3,,gene_id,Gene
CLDN2,,gene_id,Gene
CLDN1,,gene_id,Gene
PARD6G,,gene_id,Gene
PARD6B,,gene_id,Gene
FLNC,,gene_id,Gene
RSU1,,gene_id,Gene
PRKCI,,gene_id,Gene
PARD3,,gene_id,Gene
CLDN7,,gene_id,Gene
SDK1,,gene_id,Gene
CLDN6,,gene_id,Gene
FERMT2,,gene_id,Gene
SDK2,,gene_id,Gene
CLDN5,,gene_id,Gene
CLDN4,,gene_id,Gene
CLDN9,,gene_id,Gene
CLDN8,,gene_id,Gene
CRB3,,gene_id,Gene
COL17A1,,gene_id,Gene
PATJ,,gene_id,Gene
F11R,,gene_id,Gene
CLDN23,,gene_id,Gene
CLDN22,,gene_id,Gene
CLDN20,,gene_id,Gene
ENTPD1,,gene_id,Gene
ENTPD5,,gene_id,Gene
IL18,,gene_id,Gene
IL1A,,gene_id,Gene
P2RX7,,gene_id,Gene
P2RX4,,gene_id,Gene
SUGT1,,gene_id,Gene
TXNIP,,gene_id,Gene
TXN2,,gene_id,Gene
MEFV,,gene_id,Gene
C3AR1,,gene_id,Gene
NT5E,,gene_id,Gene
PSTPIP1,,gene_id,Gene
HMOX1,,gene_id,Gene
CASP1,,gene_id,Gene
TGFB1,,gene_id,Gene
PSG2,,gene_id,Gene
PSG4,,gene_id,Gene
PSG3,,gene_id,Gene
SELENOP,,gene_id,Gene
CD2,,gene_id,Gene
FCAMR,,gene_id,Gene
PSG9,,gene_id,Gene
PSG6,,gene_id,Gene
PSG5,,gene_id,Gene
PSG8,,gene_id,Gene
PSG7,,gene_id,Gene
TEK,,gene_id,Gene
PF4,,gene_id,Gene
CD177,,gene_id,Gene
CD84,,gene_id,Gene
PROS1,,gene_id,Gene
VPREB3,,gene_id,Gene
VPREB1,,gene_id,Gene
GRB14,,gene_id,Gene
CEACAM21,,gene_id,Gene
JAM2,,gene_id,Gene
JAM3,,gene_id,Gene
TNFRSF10D,,gene_id,Gene
SELE,,gene_id,Gene
PROCR,,gene_id,Gene
ESAM,,gene_id,Gene
SIRPG,,gene_id,Gene
TTF2,,gene_id,Gene
PSG11,,gene_id,Gene
TSPAN7,,gene_id,Gene
SIRPA,,gene_id,Gene
ANGPT4,,gene_id,Gene
ANGPT2,,gene_id,Gene
ANGPT1,,gene_id,Gene
GP6,,gene_id,Gene
MERTK,,gene_id,Gene
CEACAM1,,gene_id,Gene
CEACAM8,,gene_id,Gene
CEACAM6,,gene_id,Gene
CEACAM5,,gene_id,Gene
PECAM1,,gene_id,Gene
GAS6,,gene_id,Gene
CD244,,gene_id,Gene
GYPB,,gene_id,Gene
GYPC,,gene_id,Gene
GYPE,,gene_id,Gene
CD99L2,,gene_id,Gene
GLG1,,gene_id,Gene
EPCAM,,gene_id,Gene
PF4V1,,gene_id,Gene
PICK1,,gene_id,Gene
IGLL1,,gene_id,Gene
CD48,,gene_id,Gene
CD47,,gene_id,Gene
CD44,,gene_id,Gene
SELPLG,,gene_id,Gene
ITGAM,,gene_id,Gene
THBD,,gene_id,Gene
ITGAX,,gene_id,Gene
CD58,,gene_id,Gene
OLR1,,gene_id,Gene
KIRREL2,,gene_id,Gene
KIRREL3,,gene_id,Gene
ACTN4,,gene_id,Gene
ACTN3,,gene_id,Gene
KIRREL1,,gene_id,Gene
SKAP2,,gene_id,Gene
CD2AP,,gene_id,Gene
SIRPB1,,gene_id,Gene
MAGI2,,gene_id,Gene
NPHS1,,gene_id,Gene
PTK2B,,gene_id,Gene
MAPKAPK5,,gene_id,Gene
MAPKAPK3,,gene_id,Gene
ASF1A,,gene_id,Gene
TNIK,,gene_id,Gene
RNF2,,gene_id,Gene
UBN1,,gene_id,Gene
HIRA,,gene_id,Gene
EP400,,gene_id,Gene
MAP3K5,,gene_id,Gene
MAP2K4,,gene_id,Gene
PHC1,,gene_id,Gene
PHC3,,gene_id,Gene
MAP2K3,,gene_id,Gene
PHC2,,gene_id,Gene
MINK1,,gene_id,Gene
COMMD3-BMI1,,gene_id,Gene
ETS1,,gene_id,Gene
ETS2,,gene_id,Gene
SCMH1,,gene_id,Gene
IGFBP7,,gene_id,Gene
MAP2K6,,gene_id,Gene
MAP2K7,,gene_id,Gene
CBX8,,gene_id,Gene
CBX6,,gene_id,Gene
CBX4,,gene_id,Gene
RING1,,gene_id,Gene
CBX2,,gene_id,Gene
HMGA2,,gene_id,Gene
ID1,,gene_id,Gene
CABIN1,,gene_id,Gene
VENTX,,gene_id,Gene
KDM6B,,gene_id,Gene
EHMT1,,gene_id,Gene
EHMT2,,gene_id,Gene
IFNB1,,gene_id,Gene
MAP4K4,,gene_id,Gene
SLC45A3,,gene_id,Gene
SLC2A12,,gene_id,Gene
SLC2A11,,gene_id,Gene
SLC2A14,,gene_id,Gene
SLC2A1,,gene_id,Gene
SLC2A2,,gene_id,Gene
SLC2A3,,gene_id,Gene
SLC2A10,,gene_id,Gene
SLC2A4,,gene_id,Gene
SLC50A1,,gene_id,Gene
SLC5A1,,gene_id,Gene
SLC5A10,,gene_id,Gene
SLC5A2,,gene_id,Gene
SLC2A6,,gene_id,Gene
SLC2A7,,gene_id,Gene
SLC5A4,,gene_id,Gene
SLC2A9,,gene_id,Gene
MFSD4B,,gene_id,Gene
SLC5A9,,gene_id,Gene
GSR,,gene_id,Gene
MUL1,,gene_id,Gene
CCS,,gene_id,Gene
SCO2,,gene_id,Gene
SCO1,,gene_id,Gene
COX20,,gene_id,Gene
HM13,,gene_id,Gene
COX6A1,,gene_id,Gene
COX8A,,gene_id,Gene
IDH1,,gene_id,Gene
SURF1,,gene_id,Gene
TALDO1,,gene_id,Gene
COX7A2L,,gene_id,Gene
NPLOC4,,gene_id,Gene
MAFG,,gene_id,Gene
NOX4,,gene_id,Gene
NOX5,,gene_id,Gene
MAFK,,gene_id,Gene
BLVRB,,gene_id,Gene
BLVRA,,gene_id,Gene
COX16,,gene_id,Gene
COX19,,gene_id,Gene
COX18,,gene_id,Gene
TACO1,,gene_id,Gene
PRDX3,,gene_id,Gene
PRDX5,,gene_id,Gene
PRDX2,,gene_id,Gene
PRDX1,,gene_id,Gene
HMOX2,,gene_id,Gene
COX14,,gene_id,Gene
GPX3,,gene_id,Gene
GPX5,,gene_id,Gene
GPX7,,gene_id,Gene
TXNRD2,,gene_id,Gene
GPX6,,gene_id,Gene
TXNRD1,,gene_id,Gene
UBL4A,,gene_id,Gene
GPX8,,gene_id,Gene
COX6C,,gene_id,Gene
LRPPRC,,gene_id,Gene
NCOR2,,gene_id,Gene
NFE2L2,,gene_id,Gene
COX7C,,gene_id,Gene
COX7B,,gene_id,Gene
COX4I1,,gene_id,Gene
STAP2,,gene_id,Gene
PHGDH,,gene_id,Gene
UBXN7,,gene_id,Gene
NQO1,,gene_id,Gene
PCDHB16,,gene_id,Gene
FBXL17,,gene_id,Gene
SOD3,,gene_id,Gene
COX6B1,,gene_id,Gene
SOD1,,gene_id,Gene
P4HB,,gene_id,Gene
TKT,,gene_id,Gene
FABP1,,gene_id,Gene
COX5A,,gene_id,Gene
ERO1A,,gene_id,Gene
SRXN1,,gene_id,Gene
NUDT2,,gene_id,Gene
COX5B,,gene_id,Gene
SIN3B,,gene_id,Gene
SIN3A,,gene_id,Gene
UFD1,,gene_id,Gene
HIKESHI,,gene_id,Gene
CCAR2,,gene_id,Gene
ST13,,gene_id,Gene
HSPA12A,,gene_id,Gene
HSPA12B,,gene_id,Gene
CRYAB,,gene_id,Gene
HSPA4L,,gene_id,Gene
RPS19BP1,,gene_id,Gene
BAG5,,gene_id,Gene
BAG3,,gene_id,Gene
BAG4,,gene_id,Gene
BAG1,,gene_id,Gene
BAG2,,gene_id,Gene
HSPA9,,gene_id,Gene
HSPA4,,gene_id,Gene
SIRT1,,gene_id,Gene
DNAJC2,,gene_id,Gene
DNAJC7,,gene_id,Gene
HSPB8,,gene_id,Gene
HSPA14,,gene_id,Gene
HSPA13,,gene_id,Gene
VEGFA,,gene_id,Gene
HIF3A,,gene_id,Gene
EPX,,gene_id,Gene
LIMD1,,gene_id,Gene
HIF1AN,,gene_id,Gene
CA9,,gene_id,Gene
EGLN1,,gene_id,Gene
EGLN3,,gene_id,Gene
WTIP,,gene_id,Gene
HIF1A,,gene_id,Gene
HIGD1A,,gene_id,Gene
EIF2AK4,,gene_id,Gene
IMPACT,,gene_id,Gene
GCN1,,gene_id,Gene
SNCB,,gene_id,Gene
TSPYL2,,gene_id,Gene
NR1D1,,gene_id,Gene
ATF5,,gene_id,Gene
EXTL1,,gene_id,Gene
EXTL3,,gene_id,Gene
EXTL2,,gene_id,Gene
CSRP1,,gene_id,Gene
SSR1,,gene_id,Gene
MEF2D,,gene_id,Gene
MEF2C,,gene_id,Gene
ZBTB17,,gene_id,Gene
YIF1A,,gene_id,Gene
FKBP5,,gene_id,Gene
PPP1R15A,,gene_id,Gene
