~id,preferred_id:String,~label
GAPVD1,id,Gene
WT1,id,Gene
NUP107,id,Gene
ANKFY1,id,Gene
ANLN,id,Gene
PTPRO,id,Gene
CRB2,id,Gene
NUP205,id,Gene
EMP2,id,Gene
NUP37,id,Gene
PLCE1,id,Gene
NUP85,id,Gene
COL4A3,id,Gene
ARHGDIA,id,Gene
COQ8B,id,Gene
NUP160,id,Gene
MAGI2,id,Gene
ACTN4,id,Gene
TRPC6,id,Gene
APOL1,id,Gene
TBC1D8B,id,Gene
NPHS2,id,Gene
ARHGAP24,id,Gene
DAAM2,id,Gene
PAX2,id,Gene
NUP133,id,Gene
ST3GAL5,id,Gene
MTHFS,id,Gene
FOXRED1,id,Gene
NAA10,id,Gene
PYCR2,id,Gene
RNF13,id,Gene
NDUFA6,id,Gene
ASAH1,id,Gene
VDR,id,Gene
PHGDH,id,Gene
SLC25A19,id,Gene
PCBD1,id,Gene
TTI2,id,Gene
EXOSC8,id,Gene
ENPP1,id,Gene
ABCC6,id,Gene
HIKESHI,id,Gene
ITPA,id,Gene
SEPSECS,id,Gene
FDFT1,id,Gene
YIF1B,id,Gene
NHLRC2,id,Gene
NAXE,id,Gene
DPYD,id,Gene
GRIA4,id,Gene
TRMT5,id,Gene
GYS2,id,Gene
ACOX1,id,Gene
ASNS,id,Gene
AVP,id,Gene
MED23,id,Gene
NDP,id,Gene
MT-ATP6,id,Gene
GCDH,id,Gene
QDPR,id,Gene
ATP5F1A,id,Gene
MYCN,id,Gene
ALK,id,Gene
LIN28B,id,Gene
LMO1,id,Gene
HACE1,id,Gene
PHOX2B,id,Gene
SCO2,id,Gene
HMGCL,id,Gene
TSFM,id,Gene
HEXA,id,Gene
CP,id,Gene
BMP6,id,Gene
MRPL39,id,Gene
APOE,id,Gene
TMEM240,id,Gene
PUF60,id,Gene
KDM5C,id,Gene
KMT2A,id,Gene
PPP2R5D,id,Gene
MAOA,id,Gene
SHOC2,id,Gene
KDM6B,id,Gene
FZR1,id,Gene
H3-3A,id,Gene
YME1L1,id,Gene
BSCL2,id,Gene
KIF15,id,Gene
TRAPPC9,id,Gene
ABCD1,id,Gene
FBXO11,id,Gene
AUTS2,id,Gene
PDE4D,id,Gene
CDK10,id,Gene
ATP1A1,id,Gene
CC2D1A,id,Gene
RAI1,id,Gene
CCBE1,id,Gene
GLRA2,id,Gene
STXBP1,id,Gene
THRB,id,Gene
TAF6,id,Gene
DYM,id,Gene
HUWE1,id,Gene
IGF1,id,Gene
SGSH,id,Gene
NBN,id,Gene
DRD4,id,Gene
DRD5,id,Gene
FLCN,id,Gene
AQP4,id,Gene
DENND5A,id,Gene
DMPK,id,Gene
KCNK9,id,Gene
MTOR,id,Gene
CIC,id,Gene
RAB39B,id,Gene
DNAJC21,id,Gene
MICU1,id,Gene
CNKSR2,id,Gene
KCNC2,id,Gene
CUL3,id,Gene
GNB5,id,Gene
SHROOM4,id,Gene
GRIA1,id,Gene
ACY1,id,Gene
RAC1,id,Gene
MID2,id,Gene
PNP,id,Gene
IL1RAPL1,id,Gene
DPP6,id,Gene
PPP2R1A,id,Gene
SPRED1,id,Gene
CPT1A,id,Gene
MMUT,id,Gene
NDUFB11,id,Gene
NDUFAF3,id,Gene
NDUFAF1,id,Gene
NDUFAF2,id,Gene
TIMMDC1,id,Gene
NDUFB10,id,Gene
NDUFV1,id,Gene
NDUFAF8,id,Gene
MT-ND3,id,Gene
NDUFV2,id,Gene
NDUFA1,id,Gene
NDUFS4,id,Gene
NDUFS6,id,Gene
NDUFS8,id,Gene
NDUFS3,id,Gene
NDUFAF5,id,Gene
NDUFA11,id,Gene
NDUFB3,id,Gene
NUBPL,id,Gene
NDUFS7,id,Gene
MT-ND2,id,Gene
NDUFB9,id,Gene
NDE1,id,Gene
HJV,id,Gene
SUGCT,id,Gene
PAX8,id,Gene
CPT2,id,Gene
TSHR,id,Gene
DLD,id,Gene
MT-ATP8,id,Gene
ATP5F1E,id,Gene
ATP5F1D,id,Gene
ATP5MK,id,Gene
BTD,id,Gene
ACADSB,id,Gene
ALG12,id,Gene
COX5A,id,Gene
BOLA3,id,Gene
SLC52A1,id,Gene
CYP24A1,id,Gene
MRPS16,id,Gene
MCCC1,id,Gene
NBAS,id,Gene
SLC4A1,id,Gene
BCKDHA,id,Gene
PROP1,id,Gene
LHX4,id,Gene
LHX3,id,Gene
POU1F1,id,Gene
HESX1,id,Gene
MT-CYB,id,Gene
PEX2,id,Gene
LYRM7,id,Gene
MMAA,id,Gene
DUOX2,id,Gene
RYR1,id,Gene
SLC5A5,id,Gene
RPL15,id,Gene
RPL35A,id,Gene
RPL8,id,Gene
RPS19,id,Gene
RPS27,id,Gene
HEATR3,id,Gene
RPL31,id,Gene
RPS7,id,Gene
RPL27,id,Gene
RPS28,id,Gene
RPL11,id,Gene
RPS24,id,Gene
RPL5,id,Gene
RPS10,id,Gene
GATA1,id,Gene
RPL9,id,Gene
RPS26,id,Gene
RPL35,id,Gene
RPS17,id,Gene
RPL26,id,Gene
RPS15A,id,Gene
TSR2,id,Gene
RPL18,id,Gene
RPS29,id,Gene
HNF1A,id,Gene
YARS2,id,Gene
UCP2,id,Gene
KCNA1,id,Gene
PIGQ,id,Gene
SLC32A1,id,Gene
GNAO1,id,Gene
TRIM8,id,Gene
SLC25A22,id,Gene
SIK1,id,Gene
CASK,id,Gene
DMXL2,id,Gene
GRM7,id,Gene
ARX,id,Gene
PNKP,id,Gene
SCN2A,id,Gene
PIGP,id,Gene
SCN1B,id,Gene
NEUROD2,id,Gene
PBX1,id,Gene
CA5A,id,Gene
SLC31A1,id,Gene
KRT18,id,Gene
PDHA1,id,Gene
SIM1,id,Gene
GABRB2,id,Gene
GK,id,Gene
TFAM,id,Gene
USP18,id,Gene
DUOXA2,id,Gene
TG,id,Gene
TPO,id,Gene
IYD,id,Gene
NKX2-1,id,Gene
NKX2-5,id,Gene
FOXE1,id,Gene
SLC26A4,id,Gene
MAGEL2,id,Gene
PIGA,id,Gene
COG8,id,Gene
TLR3,id,Gene
BCKDHB,id,Gene
DBT,id,Gene
HAMP,id,Gene
MMAB,id,Gene
ACADVL,id,Gene
ACADS,id,Gene
BNC2,id,Gene
HADHB,id,Gene
HADHA,id,Gene
YY1,id,Gene
GUF1,id,Gene
RARS2,id,Gene
HADH,id,Gene
AGR2,id,Gene
RMND1,id,Gene
DPYS,id,Gene
ABAT,id,Gene
TAMM41,id,Gene
SLC22A5,id,Gene
ADH5,id,Gene
CHRNA7,id,Gene
CDK8,id,Gene
CACNA1C,id,Gene
ASCC3,id,Gene
ALKBH8,id,Gene
PDZD8,id,Gene
SETD5,id,Gene
SPG7,id,Gene
NFIA,id,Gene
HOXA2,id,Gene
HEPACAM,id,Gene
CSGALNACT1,id,Gene
NAA15,id,Gene
EIF2AK1,id,Gene
KCNN2,id,Gene
TKT,id,Gene
SEMA3E,id,Gene
RIC1,id,Gene
HNRNPK,id,Gene
RSRC1,id,Gene
CDH11,id,Gene
LHCGR,id,Gene
GATA4,id,Gene
ZNF292,id,Gene
ANKRD17,id,Gene
NOP56,id,Gene
NSUN2,id,Gene
GLUD1,id,Gene
SH3KBP1,id,Gene
NR2F1,id,Gene
PPM1D,id,Gene
TBC1D23,id,Gene
GABBR1,id,Gene
TMCO1,id,Gene
ADGRL1,id,Gene
SLF2,id,Gene
SMC5,id,Gene
HNRNPR,id,Gene
ZMYM2,id,Gene
IGF2,id,Gene
CDKN1C,id,Gene
PLAG1,id,Gene
HMGA2,id,Gene
MLXIPL,id,Gene
FANCL,id,Gene
PRR12,id,Gene
KIF14,id,Gene
CHD3,id,Gene
GNAQ,id,Gene
ANKRD11,id,Gene
PRKD1,id,Gene
KCNH5,id,Gene
FGD1,id,Gene
DDB1,id,Gene
PIEZO2,id,Gene
DPH1,id,Gene
DPH2,id,Gene
TBX2,id,Gene
TNPO2,id,Gene
NIPA1,id,Gene
TUBG1,id,Gene
NIPA2,id,Gene
TANC2,id,Gene
SNORD116-1,id,Gene
NPAP1,id,Gene
SNORD115-1,id,Gene
MKRN3,id,Gene
PWAR1,id,Gene
IPW,id,Gene
PWRN1,id,Gene
PPP2CA,id,Gene
DNAJC12,id,Gene
TRAPPC14,id,Gene
RERE,id,Gene
CORO1A,id,Gene
MCTP2,id,Gene
ZDHHC9,id,Gene
UPF3B,id,Gene
MAP1B,id,Gene
SLC9A7,id,Gene
DLG3,id,Gene
TAOK1,id,Gene
MED13,id,Gene
CRBN,id,Gene
PCGF2,id,Gene
TBL1X,id,Gene
KAT5,id,Gene
WBP11,id,Gene
SLC25A36,id,Gene
FLI1,id,Gene
TIAM1,id,Gene
BRD4,id,Gene
SMC3,id,Gene
RAD21,id,Gene
PPP1R12A,id,Gene
KPNA3,id,Gene
CSNK2A1,id,Gene
TAF1,id,Gene
MADD,id,Gene
TNRC6B,id,Gene
FANCD2,id,Gene
KCNA4,id,Gene
GNE,id,Gene
PHF21A,id,Gene
PCNT,id,Gene
LGI3,id,Gene
ZMYM3,id,Gene
TLK2,id,Gene
TIMM8A,id,Gene
PPP1R21,id,Gene
SOX6,id,Gene
FGFR3,id,Gene
KAT8,id,Gene
ANAPC1,id,Gene
PIGL,id,Gene
SPTAN1,id,Gene
CNBP,id,Gene
NEFL,id,Gene
MFN2,id,Gene
ATXN7,id,Gene
SPG21,id,Gene
DPAGT1,id,Gene
ATXN1,id,Gene
SCN9A,id,Gene
VANGL1,id,Gene
FUZ,id,Gene
FLII,id,Gene
CDH2,id,Gene
COQ5,id,Gene
KCNA2,id,Gene
AP3B2,id,Gene
ATP6V1A,id,Gene
SLC38A3,id,Gene
FBXO28,id,Gene
GABRA5,id,Gene
GRIN2D,id,Gene
NUS1,id,Gene
WWOX,id,Gene
SZT2,id,Gene
HCN1,id,Gene
NECAP1,id,Gene
PACS2,id,Gene
SCN8A,id,Gene
GABRA2,id,Gene
DALRD3,id,Gene
CYFIP2,id,Gene
NTRK2,id,Gene
PARS2,id,Gene
CDK19,id,Gene
PPP3CA,id,Gene
TRAK1,id,Gene
YWHAG,id,Gene
SCN3A,id,Gene
CACNA2D1,id,Gene
CELF2,id,Gene
CACNA1B,id,Gene
ACTL6B,id,Gene
KCNB1,id,Gene
SLC13A5,id,Gene
DHDDS,id,Gene
EIF4A2,id,Gene
NTRK1,id,Gene
EFHC1,id,Gene
APOL2,id,Gene
DAOA,id,Gene
SYN2,id,Gene
DRD3,id,Gene
DISC2,id,Gene
RTN4R,id,Gene
APOL4,id,Gene
CHI3L1,id,Gene
SCNN1B,id,Gene
PKD2,id,Gene
CACNA1D,id,Gene
CACNA1S,id,Gene
INSR,id,Gene
NUP214,id,Gene
HSD11B2,id,Gene
KCNJ10,id,Gene
SCNN1G,id,Gene
CYP11B1,id,Gene
SLC26A3,id,Gene
SERPINA6,id,Gene
CYP17A1,id,Gene
CALM1,id,Gene
CALM2,id,Gene
TBX5,id,Gene
SCN10A,id,Gene
KCNE2,id,Gene
AKAP9,id,Gene
NOS1AP,id,Gene
KCNQ1,id,Gene
TRDN,id,Gene
SCN4B,id,Gene
CALM3,id,Gene
ANK2,id,Gene
MAGED2,id,Gene
FXYD2,id,Gene
CLDN10,id,Gene
UNC45A,id,Gene
SCNN1A,id,Gene
DEF6,id,Gene
KCNJ18,id,Gene
CYP11B2,id,Gene
ATP6V0A4,id,Gene
SLC12A1,id,Gene
COL3A1,id,Gene
KCNJ1,id,Gene
SLC12A3,id,Gene
KCNE3,id,Gene
GABRA3,id,Gene
PLVAP,id,Gene
CAV1,id,Gene
SNX10,id,Gene
TNFSF11,id,Gene
GNAS-AS1,id,Gene
UBR1,id,Gene
ORAI1,id,Gene
TBCE,id,Gene
CLDN16,id,Gene
TRPM6,id,Gene
GCM2,id,Gene
IFT122,id,Gene
CA2,id,Gene
FAM111A,id,Gene
CYP3A4,id,Gene
PLEKHM1,id,Gene
FGF23,id,Gene
ADAMTS3,id,Gene
FAT4,id,Gene
FARSB,id,Gene
AP1S3,id,Gene
IL36RN,id,Gene
OBSCN,id,Gene
LPIN1,id,Gene
BTK,id,Gene
GATA3,id,Gene
FOXP3,id,Gene
USP53,id,Gene
MIR140,id,Gene
DMP1,id,Gene
NFKB2,id,Gene
POR,id,Gene
SAMD9,id,Gene
NR0B1,id,Gene
NR3C2,id,Gene
ATIC,id,Gene
HSD3B2,id,Gene
DZIP1L,id,Gene
PKHD1,id,Gene
CA12,id,Gene
TBX19,id,Gene
CYP11A1,id,Gene
TDP2,id,Gene
EIF2AK3,id,Gene
ALG8,id,Gene
LYST,id,Gene
MRAP,id,Gene
STAR,id,Gene
MC2R,id,Gene
NNT,id,Gene
TXNRD2,id,Gene
NDUFB8,id,Gene
PPOX,id,Gene
SARS2,id,Gene
TRAF3,id,Gene
UNC93B1,id,Gene
TICAM1,id,Gene
RHCE,id,Gene
GSR,id,Gene
RFX6,id,Gene
RNU4ATAC,id,Gene
ADK,id,Gene
SPTB,id,Gene
WDR35,id,Gene
CYP7B1,id,Gene
ANK1,id,Gene
EPB42,id,Gene
SPTA1,id,Gene
AKR1D1,id,Gene
POMC,id,Gene
SLC19A1,id,Gene
ZNF699,id,Gene
HK1,id,Gene
ALDOA,id,Gene
OTX2,id,Gene
TCEAL1,id,Gene
KIF23,id,Gene
RACGAP1,id,Gene
RHAG,id,Gene
IFT56,id,Gene
KLF1,id,Gene
PEX19,id,Gene
EPB41,id,Gene
GYPC,id,Gene
MTTP,id,Gene
NT5C3A,id,Gene
ABCD3,id,Gene
CDAN1,id,Gene
SLCO1B3,id,Gene
SLCO1B1,id,Gene
RHD,id,Gene
SC5D,id,Gene
ABCC2,id,Gene
HSD3B7,id,Gene
IARS1,id,Gene
SLC17A5,id,Gene
BAAT,id,Gene
PEX14,id,Gene
IL12RB1,id,Gene
TNPO3,id,Gene
SPIB,id,Gene
POU2AF1,id,Gene
TNFSF15,id,Gene
MMEL1,id,Gene
SLC51A,id,Gene
KIF12,id,Gene
MYO5B,id,Gene
LYN,id,Gene
SLC35A2,id,Gene
GPX1,id,Gene
PNPLA6,id,Gene
PAFAH1B1,id,Gene
PIEZO1,id,Gene
UGT1A1,id,Gene
PFKM,id,Gene
SEC63,id,Gene
PRKCSH,id,Gene
LRP5,id,Gene
PKLR,id,Gene
SLC30A10,id,Gene
SLC10A1,id,Gene
G6PD,id,Gene
UROS,id,Gene
KMT2D,id,Gene
KL,id,Gene
GALNT3,id,Gene
GMPPB,id,Gene
HINT1,id,Gene
PABPN1,id,Gene
TRAPPC11,id,Gene
PLXNA1,id,Gene
HHAT,id,Gene
DYSF,id,Gene
CAPN3,id,Gene
DUX4L1,id,Gene
DNMT3B,id,Gene
FRG1,id,Gene
SMCHD1,id,Gene
DUX4,id,Gene
MYOT,id,Gene
PLEC,id,Gene
HEXB,id,Gene
DNM2,id,Gene
MEGF10,id,Gene
POMK,id,Gene
SGCD,id,Gene
FKRP,id,Gene
COL6A2,id,Gene
SGCG,id,Gene
DAG1,id,Gene
COL12A1,id,Gene
UQCRFS1,id,Gene
POLRMT,id,Gene
PGAM2,id,Gene
COL6A3,id,Gene
CASQ1,id,Gene
ACTN2,id,Gene
RTN2,id,Gene
APTX,id,Gene
NARS2,id,Gene
SLC25A42,id,Gene
MPZ,id,Gene
TRPV4,id,Gene
B3GALNT2,id,Gene
LARGE1,id,Gene
POMT2,id,Gene
FKTN,id,Gene
CRPPA,id,Gene
POMGNT1,id,Gene
POMT1,id,Gene
DES,id,Gene
DPM2,id,Gene
B4GAT1,id,Gene
TFG,id,Gene
PITRM1,id,Gene
B4GALT1,id,Gene
COG7,id,Gene
PNPLA2,id,Gene
EPG5,id,Gene
KY,id,Gene
POGLUT1,id,Gene
RRM1,id,Gene
DPM1,id,Gene
MPDU1,id,Gene
PYGM,id,Gene
MYL2,id,Gene
PHKA2,id,Gene
PHKG2,id,Gene
TRAPPC2L,id,Gene
PRUNE1,id,Gene
SGCB,id,Gene
MYMK,id,Gene
ACTA1,id,Gene
RILPL1,id,Gene
PYROXD1,id,Gene
DMD,id,Gene
VRK1,id,Gene
SGCA,id,Gene
DNAJB6,id,Gene
CHKB,id,Gene
JAG2,id,Gene
MGME1,id,Gene
ADRA2A,id,Gene
LDHA,id,Gene
ENO3,id,Gene
PSMB9,id,Gene
DPM3,id,Gene
TPM2,id,Gene
DNAJB4,id,Gene
EMD,id,Gene
ANO5,id,Gene
FDX2,id,Gene
AHCY,id,Gene
POMGNT2,id,Gene
UBA1,id,Gene
SQOR,id,Gene
KBTBD13,id,Gene
LAMA2,id,Gene
BAG3,id,Gene
LTBP4,id,Gene
COA7,id,Gene
COX16,id,Gene
VAC14,id,Gene
NOTCH2NLC,id,Gene
STIM1,id,Gene
FHL1,id,Gene
COL6A1,id,Gene
PGM1,id,Gene
CFL2,id,Gene
GOLGA2,id,Gene
MIEF2,id,Gene
MLIP,id,Gene
SYNE2,id,Gene
SYNE1,id,Gene
HMGCR,id,Gene
HNRNPDL,id,Gene
SIL1,id,Gene
FLAD1,id,Gene
TNNT1,id,Gene
SVIL,id,Gene
NEB,id,Gene
KLHL41,id,Gene
LMOD3,id,Gene
LDB3,id,Gene
GFPT1,id,Gene
ALG2,id,Gene
PLIN4,id,Gene
COX20,id,Gene
TMEM165,id,Gene
GOSR2,id,Gene
MB,id,Gene
TCAP,id,Gene
TOP3A,id,Gene
MVK,id,Gene
FAM111B,id,Gene
PHKA1,id,Gene
PHKG1,id,Gene
LIPE,id,Gene
SETX,id,Gene
MTMR14,id,Gene
SLC16A1,id,Gene
GAA,id,Gene
COL9A3,id,Gene
PDK3,id,Gene
HNRNPA2B1,id,Gene
ADSS1,id,Gene
VMA12,id,Gene
VMA22,id,Gene
FLNC,id,Gene
LIMS2,id,Gene
ISCU,id,Gene
ITGA7,id,Gene
CAVIN1,id,Gene
TMEM43,id,Gene
USB1,id,Gene
OTUD5,id,Gene
FKBP14,id,Gene
RBCK1,id,Gene
C1QBP,id,Gene
PHKB,id,Gene
TANGO2,id,Gene
GIPC1,id,Gene
ISCA1,id,Gene
QRSL1,id,Gene
GATB,id,Gene
GATC,id,Gene
AGL,id,Gene
TIMM22,id,Gene
AP5Z1,id,Gene
INPP5K,id,Gene
DHX16,id,Gene
LAMA1,id,Gene
TIA1,id,Gene
MYH14,id,Gene
BIN1,id,Gene
MYF6,id,Gene
QRICH1,id,Gene
SNUPN,id,Gene
PLEKHG5,id,Gene
MYPN,id,Gene
TPM3,id,Gene
SCYL2,id,Gene
ERGIC1,id,Gene
TBCK,id,Gene
MT-TE,id,Gene
FILIP1,id,Gene
TRIP4,id,Gene
DOK7,id,Gene
AMPD1,id,Gene
AMPD3,id,Gene
ACAD9,id,Gene
POPDC3,id,Gene
LPIN2,id,Gene
CUBN,id,Gene
LMNB2,id,Gene
FN1,id,Gene
F2,id,Gene
CFHR5,id,Gene
KCNE5,id,Gene
ACSL4,id,Gene
AMMECR1,id,Gene
APOA1,id,Gene
SLC37A4,id,Gene
ADAMTS13,id,Gene
COL4A5,id,Gene
REST,id,Gene
DIS3L2,id,Gene
TRIP13,id,Gene
TRIM28,id,Gene
POU6F2,id,Gene
GPC3,id,Gene
H19,id,Gene
TACO1,id,Gene
NPC2,id,Gene
TTPA,id,Gene
ERF,id,Gene
EMC10,id,Gene
HNRNPC,id,Gene
TMEM163,id,Gene
NPR2,id,Gene
TRU-TCA1-1,id,Gene
SECISBP2,id,Gene
MAGT1,id,Gene
NDUFA8,id,Gene
LRPPRC,id,Gene
LYRM4,id,Gene
GFM1,id,Gene
MTFMT,id,Gene
PDHX,id,Gene
MT-TV,id,Gene
MT-TK,id,Gene
TRAPPC12,id,Gene
MRPS34,id,Gene
COQ8A,id,Gene
TRMT10C,id,Gene
COX11,id,Gene
PNPT1,id,Gene
COX6B1,id,Gene
COX14,id,Gene
NDUFA12,id,Gene
GFM2,id,Gene
COX8A,id,Gene
NDUFA10,id,Gene
DARS2,id,Gene
LONP1,id,Gene
PET117,id,Gene
NDUFA4,id,Gene
UQCC3,id,Gene
TPK1,id,Gene
MDH2,id,Gene
TXN2,id,Gene
OPA1,id,Gene
ATP5PO,id,Gene
SLC39A8,id,Gene
HPDL,id,Gene
CLPB,id,Gene
ECHS1,id,Gene
PNPO,id,Gene
PNPLA8,id,Gene
DHFR,id,Gene
ERCC6,id,Gene
COX4I1,id,Gene
STAT2,id,Gene
KARS1,id,Gene
RPIA,id,Gene
GLUL,id,Gene
PSAT1,id,Gene
AMT,id,Gene
DLAT,id,Gene
UPB1,id,Gene
D2HGDH,id,Gene
PEX12,id,Gene
FBXL4,id,Gene
ERCC8,id,Gene
CSPP1,id,Gene
KIAA0586,id,Gene
SRP54,id,Gene
AP1B1,id,Gene
HACD1,id,Gene
EFL1,id,Gene
SBDS,id,Gene
TYMP,id,Gene
RINT1,id,Gene
G6PC1,id,Gene
CEP164,id,Gene
ALMS1,id,Gene
AGPAT2,id,Gene
STAB1,id,Gene
PMM2,id,Gene
GGCX,id,Gene
IL18BP,id,Gene
FLT1,id,Gene
STOX1,id,Gene
CORIN,id,Gene
UQCRC2,id,Gene
ZNFX1,id,Gene
JAG1,id,Gene
SAR1B,id,Gene
NOS3,id,Gene
CALR,id,Gene
F5,id,Gene
PSMB4,id,Gene
MICOS13,id,Gene
PEX13,id,Gene
ACSF3,id,Gene
GDF2,id,Gene
COG5,id,Gene
ALAS2,id,Gene
DOLK,id,Gene
STX11,id,Gene
STXBP2,id,Gene
RNF220,id,Gene
BICRA,id,Gene
SRD5A3,id,Gene
IKZF1,id,Gene
COG2,id,Gene
STEAP3,id,Gene
ATP6AP1,id,Gene
HNF1B,id,Gene
SP110,id,Gene
PCYT1A,id,Gene
HMGCS2,id,Gene
GIMAP5,id,Gene
TULP3,id,Gene
RPGRIP1L,id,Gene
CC2D2A,id,Gene
BRCA1,id,Gene
RABL3,id,Gene
PALB2,id,Gene
PALLD,id,Gene
TNFRSF13B,id,Gene
NFKB1,id,Gene
TNFRSF13C,id,Gene
TNFSF12,id,Gene
CD19,id,Gene
ICOS,id,Gene
MS4A1,id,Gene
CD81,id,Gene
IRF2BP2,id,Gene
BMP2,id,Gene
LHX1,id,Gene
LARS1,id,Gene
MTM1,id,Gene
TFR2,id,Gene
MTX2,id,Gene
IER3IP1,id,Gene
MRPS28,id,Gene
CFI,id,Gene
CD46,id,Gene
HELLPAR,id,Gene
ACSL5,id,Gene
OCLN,id,Gene
GNMT,id,Gene
ABCG5,id,Gene
ABCG8,id,Gene
DDOST,id,Gene
GPD1,id,Gene
CYC1,id,Gene
FARSA,id,Gene
ABHD5,id,Gene
DNAJC19,id,Gene
PRIM1,id,Gene
HSD17B4,id,Gene
OFD1,id,Gene
MYH9,id,Gene
PSMB8,id,Gene
FAN1,id,Gene
ALG6,id,Gene
NSMCE2,id,Gene
SEMA7A,id,Gene
MRPL44,id,Gene
MRPL3,id,Gene
PRKCD,id,Gene
APOB,id,Gene
SLC51B,id,Gene
SCO1,id,Gene
PEPD,id,Gene
ACOX2,id,Gene
PEX16,id,Gene
WRN,id,Gene
MRPS2,id,Gene
LIPA,id,Gene
MOGS,id,Gene
EARS2,id,Gene
RRAGC,id,Gene
DOCK2,id,Gene
STX5,id,Gene
CNOT1,id,Gene
PCK1,id,Gene
TKFC,id,Gene
FADD,id,Gene
BCAT2,id,Gene
ASXL1,id,Gene
TET2,id,Gene
CBL,id,Gene
RUNX1,id,Gene
SRSF2,id,Gene
PIGB,id,Gene
LRRK1,id,Gene
PIGC,id,Gene
RB1,id,Gene
PTH1R,id,Gene
PIGU,id,Gene
PIGK,id,Gene
SERPINF1,id,Gene
PIGV,id,Gene
FAM20C,id,Gene
PHEX,id,Gene
ACVR1,id,Gene
PIGO,id,Gene
PGAP3,id,Gene
PIGW,id,Gene
PGAP2,id,Gene
ANKH,id,Gene
PIGG,id,Gene
TEFM,id,Gene
CCDC47,id,Gene
SLC34A3,id,Gene
GPAA1,id,Gene
SIK3,id,Gene
ELMO2,id,Gene
SLC4A2,id,Gene
SGMS2,id,Gene
FKBP10,id,Gene
TMEM38B,id,Gene
ZNF687,id,Gene
CSF3R,id,Gene
NPR3,id,Gene
ESR1,id,Gene
CD320,id,Gene
FANCG,id,Gene
FANCB,id,Gene
UHRF1,id,Gene
HELLS,id,Gene
CDCA7,id,Gene
ZBTB24,id,Gene
BLM,id,Gene
XRCC4,id,Gene
MAD2L2,id,Gene
XRCC2,id,Gene
UBE2T,id,Gene
FANCA,id,Gene
FANCC,id,Gene
FANCE,id,Gene
FANCF,id,Gene
RAD51,id,Gene
RAD51C,id,Gene
RFWD3,id,Gene
BRIP1,id,Gene
FANCM,id,Gene
SLX4,id,Gene
FANCI,id,Gene
CENATAC,id,Gene
DCLRE1B,id,Gene
TMEM185A,id,Gene
RAD50,id,Gene
MCM4,id,Gene
SUN5,id,Gene
PMFBP1,id,Gene
SEC23B,id,Gene
ESCO2,id,Gene
BUB1B,id,Gene
DBH,id,Gene
EGF,id,Gene
CLDN19,id,Gene
PAX4,id,Gene
OXCT1,id,Gene
MCEE,id,Gene
STAT3,id,Gene
GCK,id,Gene
PDX1,id,Gene
SNCB,id,Gene
PRDM8,id,Gene
NECTIN1,id,Gene
IRF6,id,Gene
OTULIN,id,Gene
RHOH,id,Gene
CD28,id,Gene
CD4,id,Gene
EXTL3,id,Gene
FASLG,id,Gene
CASP10,id,Gene
RFXAP,id,Gene
CIITA,id,Gene
RFX5,id,Gene
RFXANK,id,Gene
WAS,id,Gene
TOM1,id,Gene
LCP2,id,Gene
ITK,id,Gene
SEC61A1,id,Gene
LAT,id,Gene
IVNS1ABP,id,Gene
PGM3,id,Gene
IKBKB,id,Gene
CD3E,id,Gene
LCK,id,Gene
SASH3,id,Gene
UNC119,id,Gene
PIK3CD,id,Gene
KNSTRN,id,Gene
MYC,id,Gene
DIAPH1,id,Gene
DOCK8,id,Gene
NSMCE3,id,Gene
RASGRP1,id,Gene
LEP,id,Gene
TMLHE,id,Gene
ERI1,id,Gene
NHS,id,Gene
REV3L,id,Gene
PLXND1,id,Gene
ALG13,id,Gene
SDHC,id,Gene
USF3,id,Gene
KLLN,id,Gene
ARCN1,id,Gene
PRKCZ,id,Gene
MMP23B,id,Gene
LUZP1,id,Gene
SKI,id,Gene
PDPN,id,Gene
UBE4B,id,Gene
KCNAB2,id,Gene
PRDM16,id,Gene
CASZ1,id,Gene
RPL10,id,Gene
DICER1,id,Gene
DOCK7,id,Gene
CDK13,id,Gene
PAK2,id,Gene
SOX2,id,Gene
SOX3,id,Gene
ARNT2,id,Gene
EXT2,id,Gene
UBA2,id,Gene
RPS23,id,Gene
TCF12,id,Gene
KDM5A,id,Gene
ASXL3,id,Gene
ZNF711,id,Gene
MAX,id,Gene
GALNT2,id,Gene
VAMP2,id,Gene
PRORP,id,Gene
GNAI1,id,Gene
VPS13B,id,Gene
MFSD2A,id,Gene
OTUD6B,id,Gene
H4C11,id,Gene
BCL11A,id,Gene
DLG4,id,Gene
CNOT3,id,Gene
ZBTB7A,id,Gene
MEF2C,id,Gene
KAT6A,id,Gene
FBLN5,id,Gene
ALDH18A1,id,Gene
SVBP,id,Gene
ATG7,id,Gene
TRRAP,id,Gene
IFT140,id,Gene
INTS1,id,Gene
U2AF2,id,Gene
RALA,id,Gene
FOSL2,id,Gene
CAPN15,id,Gene
HECW2,id,Gene
WARS1,id,Gene
ZFPM2,id,Gene
AFG2A,id,Gene
SPECC1L,id,Gene
PLCB4,id,Gene
DPP9,id,Gene
PSMC3,id,Gene
NEUROG1,id,Gene
TRPM3,id,Gene
ATP6V1B2,id,Gene
TBC1D24,id,Gene
SETD1B,id,Gene
MBOAT7,id,Gene
FRA10AC1,id,Gene
EIF5A,id,Gene
RSPRY1,id,Gene
