~id,disease_name:String,preferred_id:String,~label
OMIM:268400,Rothmund-Thomson syndrome,id,Disease
OMIM:200970,Ackerman syndrome,id,Disease
OMIM:617023,Retinitis pigmentosa 75,id,Disease
OMIM:618310,Diamond-Blackfan anemia 18,id,Disease
OMIM:225500,Ellis-Van creveld syndrome,id,Disease
OMIM:601127,Fallot complex with severe mental and growth retardation,id,Disease
OMIM:618476,"Brain abnormalities, neurodegeneration, and dysosteosclerosis",id,Disease
OMIM:254500,Multiple myeloma,id,Disease
OMIM:617802,"Neurodevelopmental disorder with microcephaly, seizures, and cortical atrophy",id,Disease
OMIM:620076,Bent bone dysplasia syndrome 2,id,Disease
OMIM:300623,Fragile X tremor/ataxia syndrome,id,Disease
OMIM:619191,"Epilepsy, progressive myoclonic, 12",id,Disease
OMIM:615973,Cone-Rod dystrophy 20,id,Disease
OMIM:620704,"Encephalopathy, porphyria-related",id,Disease
OMIM:608088,"Neuropathy, hereditary sensory and autonomic, type I, with cough and gastroesophageal reflux",id,Disease
OMIM:619185,Joubert syndrome 37,id,Disease
OMIM:617816,Glycosylphosphatidylinositol biosynthesis defect 16,id,Disease
OMIM:167600,"Palmaris longus muscle, absence of",id,Disease
OMIM:620062,"Developmental delay with short stature, dysmorphic facial features, and sparse hair 2",id,Disease
OMIM:610189,Senior-Loken syndrome 6,id,Disease
OMIM:619813,"Neutropenia, severe congenital, 9, autosomal dominant",id,Disease
OMIM:612946,Hadziselimovic syndrome,id,Disease
OMIM:191800,"Bladder dysfunction, autonomic, with impaired pupillary reflex and secondary CAKUT",id,Disease
OMIM:613480,Lymphatic malformation 3,id,Disease
OMIM:617180,Chitayat syndrome,id,Disease
OMIM:166250,Osteoglophonic dysplasia,id,Disease
OMIM:617194,Lethal congenital contracture syndrome 11,id,Disease
OMIM:218050,"Cramps, familial adolescent",id,Disease
OMIM:612952,Aicardi-Goutieres syndrome 5,id,Disease
OMIM:613494,"Immunodeficiency, common variable, 4",id,Disease
OMIM:226800,"Epilepsy, photogenic, with spastic diplegia and mental retardation",id,Disease
OMIM:251450,Desbuquois dysplasia 1,id,Disease
OMIM:611283,Isobutyryl-CoA dehydrogenase deficiency,id,Disease
OMIM:608739,ERI1-related disease,id,Disease
OMIM:616507,"Osteogenesis imperfecta, type XVII",id,Disease
OMIM:229500,Fructose and galactose intolerance,id,Disease
OMIM:613319,Miyoshi muscular dystrophy 3,id,Disease
OMIM:615768,"Spinocerebellar ataxia, autosomal recessive 16",id,Disease
OMIM:260100,Pa polymorphism of alpha-2-globulin,id,Disease
OMIM:606072,Rippling muscle disease,id,Disease
OMIM:601709,Quebec platelet disorder,id,Disease
OMIM:619146,Premature ovarian failure 17,id,Disease
OMIM:614462,"Hyperglycinemia, lactic acidosis, and seizures",id,Disease
OMIM:153200,"Lymphedema, hereditary, II",id,Disease
OMIM:313850,Thoracoabdominal syndrome,id,Disease
OMIM:602200,Ventriculomegaly with defects of the radius and kidney,id,Disease
OMIM:612775,Cone-Rod dystrophy 9,id,Disease
OMIM:603678,"Deafness, autosomal recessive 14",id,Disease
OMIM:604117,"Vohwinkel syndrome, variant form",id,Disease
OMIM:157700,Mitral valve prolapse 1,id,Disease
OMIM:615032,Intellectual developmental disorder with autism and macrocephaly,id,Disease
OMIM:613443,"Neurodevelopmental disorder with hypotonia, stereotypic hand movements, and impaired language",id,Disease
OMIM:308280,"Impacted teeth, multiple",id,Disease
OMIM:620089,"Neurodegeneration, childhood-onset, with multisystem involvement due to mitochondrial dysfunction",id,Disease
OMIM:619608,"Heterotaxy, visceral, 11, autosomal, with male infertility",id,Disease
OMIM:300804,Joubert syndrome 10,id,Disease
OMIM:253290,"Multiple pterygium syndrome, Lethal type",id,Disease
OMIM:617143,"Myasthenic syndrome, congenital, 20, presynaptic",id,Disease
OMIM:618270,Congenital anomalies of kidney and urinary tract 3,id,Disease
OMIM:613325,Rhabdoid tumor predisposition syndrome 2,id,Disease
OMIM:277440,"Rickets, vitamin D-resistant, type IIA",id,Disease
OMIM:616249,Long QT syndrome 15,id,Disease
OMIM:617157,"Short stature, brachydactyly, intellectual developmental disability, and seizures",id,Disease
OMIM:618264,Mirror movements 4,id,Disease
OMIM:265050,3MC syndrome 2,id,Disease
OMIM:615026,Riboflavin deficiency,id,Disease
OMIM:261550,"Persistent mullerian duct syndrome, types I and II",id,Disease
OMIM:614338,Pancreatic lipase deficiency,id,Disease
OMIM:216900,Achromatopsia 2,id,Disease
OMIM:613457,Chromosome 14q11-q22 deletion syndrome,id,Disease
OMIM:115080,"Cardiac conduction defectsudden cardiac death, included",id,Disease
OMIM:301059,"Spermatogenic failure, X-linked, 3",id,Disease
OMIM:609180,"Congenital disorder of glycosylation, type IF",id,Disease
OMIM:620512,"Spastic paraplegia 18A, autosomal dominant",id,Disease
OMIM:275900,"Spastic paraplegia 20, autosomal recessive",id,Disease
OMIM:202550,"Aganglionosis, total intestinal",id,Disease
OMIM:203100,"Albinism, oculocutaneous, type IA",id,Disease
OMIM:251120,Methylmalonyl-Coa epimerase deficiency,id,Disease
OMIM:604498,"Amegakaryocytic thrombocytopenia, congenital",id,Disease
OMIM:615595,Combined oxidative phosphorylation deficiency 19,id,Disease
OMIM:270850,"Spastic paresis, glaucoma, and mental retardation",id,Disease
OMIM:616922,"Striatal degeneration, autosomal dominant 2",id,Disease
OMIM:611095,"Intellectual developmental disorder, autosomal recessive 9/26",id,Disease
OMIM:311510,Waisman syndrome,id,Disease
OMIM:273395,"Tetraamelia, autosomal recessive",id,Disease
OMIM:179600,Raynaud disease,id,Disease
OMIM:303100,Choroideremia,id,Disease
OMIM:614847,"Epilepsy, idiopathic generalized, susceptibility to, 12",id,Disease
OMIM:301071,"Thrombophilia 13, X-linked, due to factor VIII defect",id,Disease
OMIM:130200,Electroencephalographic peculiarity: 14 and 6 per sec. positive spikephenomenon,id,Disease
OMIM:617396,Anauxetic dysplasia 2,id,Disease
OMIM:204690,"Amelogenesis imperfecta, type IG (enamel-renal syndrome)",id,Disease
OMIM:148350,"Keratoderma, palmoplantar, with deafness",id,Disease
OMIM:616063,"Porokeratosis 8, disseminated superficial Actinic type",id,Disease
OMIM:619350,Visceral myopathy 2,id,Disease
OMIM:605779,"Nail disorder, nonsyndromic congenital, 7",id,Disease
OMIM:614674,"Periodic fever, menstrual cycle-dependent",id,Disease
OMIM:105250,"Amyloidosis, primary localized cutaneous, 1",id,Disease
OMIM:612563,Diamond-Blackfan anemia 8,id,Disease
OMIM:609625,Chromosome 10q26 deletion syndrome,id,Disease
OMIM:616705,"Deafness, autosomal recessive 97",id,Disease
OMIM:619436,"Ciliary dyskinesia, primary, 46",id,Disease
OMIM:618728,"Spondyloepimetaphyseal dysplasia, Isidor-Toutain type",id,Disease
OMIM:610374,"Diabetes mellitus, transient neonatal 2",id,Disease
OMIM:619422,"Spinocerebellar ataxia, autosomal recessive 31",id,Disease
OMIM:212780,Cenani-Lenz syndactyly syndrome,id,Disease
OMIM:245800,Laurence-Moon syndrome,id,Disease
OMIM:260470,"Panencephalitis, subacute sclerosing",id,Disease
OMIM:612577,Amyotrophic lateral sclerosis 11,id,Disease
OMIM:208900,Ataxia-telangiectasia,id,Disease
OMIM:142669,"Hip dysplasia, Beukes type",id,Disease
OMIM:229070,Hypogonadotropic hypogonadism 24 without anosmia,id,Disease
OMIM:106995,Anonychia-Onychodystrophy with hypoplasia or absence of distal phalanges,id,Disease
OMIM:611718,"Hypomagnesemia 4, renal",id,Disease
OMIM:108760,Atresia of external auditory canal and conduction deafness,id,Disease
OMIM:614890,Immunodeficiency 29,id,Disease
OMIM:607152,"Spastic paraplegia 19, autosomal dominant",id,Disease
OMIM:617341,Cerebroretinal microangiopathy with calcifications and cysts 2,id,Disease
OMIM:616739,"Mental retardation, autosomal recessive 51",id,Disease
OMIM:607634,"Osteopetrosis, autosomal dominant 1",id,Disease
OMIM:240950,Hypogonadism-Cataract syndrome,id,Disease
OMIM:613641,"Charcot-marie-tooth disease, recessive intermediate B",id,Disease
OMIM:237500,DUBIN-JOHNSON syndrome,id,Disease
OMIM:180500,"Axenfeld-Rieger syndrome, type 1",id,Disease
OMIM:615224,"Advanced sleep phase syndrome, familial, 2",id,Disease
OMIM:149700,Lacrimal duct defect,id,Disease
OMIM:617433,Retinitis pigmentosa 78,id,Disease
OMIM:100300,Adams-Oliver syndrome 1,id,Disease
OMIM:605751,"Seizures, benign familial infantile, 2",id,Disease
OMIM:256840,"Neuropathy, hereditary sensory, with spastic paraplegia, autosomal recessive",id,Disease
OMIM:615542,Testicular anomalies with or without congenital heart disease,id,Disease
OMIM:300491,"Epilepsy, X-linked, with variable learning disabilities and behavior disorders",id,Disease
OMIM:617468,"Arthrogryposis multiplex congenita, neurogenic, with myelin defect",id,Disease
OMIM:619445,"Diarrhea 12, with microvillus atrophy",id,Disease
OMIM:614607,Coffin-Siris syndrome 2,id,Disease
OMIM:619323,Neurodevelopmental disorder with seizures and gingival overgrowth,id,Disease
OMIM:606217,"Atrioventricular septal defect, partial, with heterotaxy syndrome",id,Disease
OMIM:610475,"Pigmented nodular adrenocortical disease, primary, 2",id,Disease
OMIM:600666,Polycystic kidney disease 3,id,Disease
OMIM:614613,Acrodysostosis 2 with or without hormone resistance,id,Disease
OMIM:604400,"Arrhythmogenic right ventricular dysplasia, familial, 5",id,Disease
OMIM:122850,Cranioacrofacial syndrome,id,Disease
OMIM:602071,"Broad terminal phalanges, familial",id,Disease
OMIM:614175,"Meckel syndrome, type 10",id,Disease
OMIM:610313,Cold-Induced sweating syndrome 2,id,Disease
OMIM:151100,Leopard syndrome 1,id,Disease
OMIM:619451,"Cutis laxa, autosomal recessive, type IIE",id,Disease
OMIM:618767,Meesmann corneal dystrophy 2,id,Disease
OMIM:106070,"Angioma, hereditary neurocutaneousspinal arterial venous malformations with cutaneous hemangiomas, included",id,Disease
OMIM:619479,Short-rib thoracic dysplasia 21 without polydactyly,id,Disease
OMIM:192605,"Ventricular tachycardia, familial",id,Disease
OMIM:150550,"Periodic fever, immunodeficiency, and thrombocytopenia syndrome",id,Disease
OMIM:613154,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 6",id,Disease
OMIM:231670,Glutaric acidemia I,id,Disease
OMIM:601544,"Deafness, autosomal dominant nonsyndromic sensorineural 3",id,Disease
OMIM:263650,"Popliteal pterygium syndrome, Bartsocas-Papas type 1",id,Disease
OMIM:616038,Neu-Laxova syndrome 2,id,Disease
OMIM:600882,"Charcot-Marie-Tooth disease, axonal, type 2B",id,Disease
OMIM:618015,"Protoporphyria, erythropoietic, 2",id,Disease
OMIM:618773,Lymphatic malformation 8,id,Disease
OMIM:611031,Episodic kinesigenic dyskinesia 2,id,Disease
OMIM:235370,Hemolytic anemia with thermal sensitivity of red cells,id,Disease
OMIM:614149,"Nail disorder, nonsyndromic congenital, 9",id,Disease
OMIM:618940,Oculopharyngodistal myopathy 2,id,Disease
OMIM:619486,Aicardi-Goutieres syndrome 8,id,Disease
OMIM:618798,Beck-Fahrner syndrome,id,Disease
OMIM:252300,Morquio syndrome C,id,Disease
OMIM:256600,Neurodegeneration with brain iron accumulation 2A,id,Disease
OMIM:605911,HMG-CoA synthase-2 deficiency,id,Disease
OMIM:614808,Amyotrophic lateral sclerosis 18,id,Disease
OMIM:165500,Optic atrophy 1,id,Disease
OMIM:161000,Naegeli-Franceschetti-Jadassohn syndrome,id,Disease
OMIM:619492,"Cardiomyopathy, dilated, 2E",id,Disease
OMIM:613801,Retinitis pigmentosa 40,id,Disease
OMIM:133020,"Erythermalgia, primary",id,Disease
OMIM:616789,Mental retardation and distinctive facial features with or without cardiac defects,id,Disease
OMIM:607684,"Charcot-Marie-Tooth disease, axonal, type 2E",id,Disease
OMIM:164150,"Nystagmus, hereditary vertical",id,Disease
OMIM:615280,Cardiofaciocutaneous syndrome 4,id,Disease
OMIM:613829,Leber congenital amaurosis 7,id,Disease
OMIM:614820,Alternating hemiplegia of childhood 2,id,Disease
OMIM:612289,Fontaine progeroid syndrome,id,Disease
OMIM:615294,"Ciliary dyskinesia, primary, 21",id,Disease
OMIM:277180,"Vas deferens, congenital bilateral aplasia of",id,Disease
OMIM:248370,Mandibuloacral dysplasia,id,Disease
OMIM:619121,"Neurodevelopmental disorder with cardiomyopathy, spasticity, and brain abnormalities",id,Disease
OMIM:616212,"Lissencephaly 6, with microcephaly",id,Disease
OMIM:174800,"McCune-Albright syndrome, somatic, mosaic",id,Disease
OMIM:187750,"Thoracic dysostosis, isolated",id,Disease
OMIM:612712,Leber congenital amaurosis 13,id,Disease
OMIM:602501,"Megalencephaly-capillary malformation-polymicrogyria syndrome, somatic",id,Disease
OMIM:619647,"Dyskinesia with orofacial involvement, autosomal recessive",id,Disease
OMIM:609454,"Supranuclear palsy, progressive, 2",id,Disease
OMIM:618559,"Epileptic encephalopathy, early infantile, 79",id,Disease
OMIM:600316,"Deafness, neurosensory, autosomal recessive 3",id,Disease
OMIM:619653,"Neurodevelopmental disorder, nonprogressive, with spasticity and transient opisthotonus",id,Disease
OMIM:606773,"Hemifacial myohyperplasia, somatic",id,Disease
OMIM:234250,Hall-Riggs mental retardation syndrome,id,Disease
OMIM:614377,Nephronophthisis 13,id,Disease
OMIM:266270,Ramon syndrome,id,Disease
OMIM:230750,"Gastroschisisabdominal wall defects, included",id,Disease
OMIM:617118,"Epilepsy, familial focal, with variable foci 3",id,Disease
OMIM:619135,Ritscher-Schinzel syndrome 3,id,Disease
OMIM:278700,"Xeroderma pigmentosum, complementation group A",id,Disease
OMIM:607323,Duane-Radial ray syndrome,id,Disease
OMIM:608776,"Congenital disorder of glycosylation, type Il",id,Disease
OMIM:615041,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 10",id,Disease
OMIM:231300,"Glaucoma 3, primary congenital, A",id,Disease
OMIM:102000,"Acroleukopathy, symmetric",id,Disease
OMIM:613424,"Cardiomyopathy, dilated, 1R",id,Disease
OMIM:186300,"Syndactyly, type V",id,Disease
OMIM:300863,"Chondrodysplasia with platyspondyly, distinctive brachydactyly, hydrocephaly, and microphthalmia",id,Disease
OMIM:608762,"Epilepsy, idiopathic generalized, susceptibility to, 3",id,Disease
OMIM:617642,"Polydactyly, postaxial, type A7",id,Disease
OMIM:618571,"Neurodevelopmental disorder with cataracts, poor growth, and dysmorphic facies",id,Disease
OMIM:106500,Annular erythema,id,Disease
OMIM:611555,"Renal tubular acidosis, distal, with nephrocalcinosis, short stature, mental retardation, and distinctive facies",id,Disease
OMIM:182600,"Spastic paraplegia 3, autosomal dominant",id,Disease
OMIM:613342,"Brachydactylous dwarfism, Mseleni type",id,Disease
OMIM:175505,Polyposis of gastric fundus without polyposis coli,id,Disease
OMIM:116920,"Leukocyte adhesion deficiency, type I",id,Disease
OMIM:109800,Bladder cancer,id,Disease
OMIM:610878,Vesicoureteral reflux 2,id,Disease
OMIM:620763,Lisch epithelial corneal dystrophy,id,Disease
OMIM:300650,"Albinism, ocular, with late-onset sensorineural deafness",id,Disease
OMIM:620005,Primordial dwarfism-immunodeficiency-lipodystrophy syndrome,id,Disease
OMIM:137050,"Gamma-A-Globulin, defect in assembly of",id,Disease
OMIM:617871,Retinitis pigmentosa 81,id,Disease
OMIM:300888,"Hypothyroidism, central, and testicular enlargement",id,Disease
OMIM:256370,"Nephrotic syndrome, type 4",id,Disease
OMIM:125440,Dentin dysplasia with sclerotic bones,id,Disease
OMIM:620011,"Spinal muscular atrophy, distal, autosomal recessive, 6",id,Disease
OMIM:619690,Brunet-Wagner neurodevelopmental syndrome,id,Disease
OMIM:617865,"Neurodevelopmental disorder with movement abnormalities, abnormal gait, and autistic features",id,Disease
OMIM:620777,"Pulmonary hypertension, primary, 6",id,Disease
OMIM:205700,"Anemia, autoimmune hemolytic",id,Disease
OMIM:248600,Maple syrup urine disease,id,Disease
OMIM:308230,"Immunodeficiency, X-linked, with hyper-IgM",id,Disease
OMIM:617695,"Pontocerebellar hypoplasia, type 11",id,Disease
OMIM:606798,"Blepharospasm, benign essential, susceptibility to",id,Disease
OMIM:253220,Mucopolysaccharidosis VII,id,Disease
OMIM:160120,"Episodic ataxia, type 1",id,Disease
OMIM:619874,"Cholestasis, progressive familial intrahepatic, 11",id,Disease
OMIM:617681,Blepharocheilodontic syndrome 2,id,Disease
OMIM:305700,Sertoli cell-only syndrome,id,Disease
OMIM:605285,"Neuropathy, hereditary motor and sensory, Russe type",id,Disease
OMIM:612921,3-M syndrome 2,id,Disease
OMIM:614388,Encephalopathy due to defective mitochondrial and peroxisomal fission 1,id,Disease
OMIM:132100,Photoparoxysmal response 1,id,Disease
OMIM:208230,"Arthropathy, progressive pseudorheumatoid, of childhood",id,Disease
OMIM:301200,"Amelogenesis imperfecta, type IE",id,Disease
OMIM:610688,Joubert syndrome 6,id,Disease
OMIM:619055,"Mitochondrial complex IV deficiency, nuclear type 12",id,Disease
OMIM:616366,"Epileptic encephalopathy, early infantile, 32",id,Disease
OMIM:610717,Neutral lipid storage disease with myopathy,id,Disease
OMIM:143100,Huntington disease,id,Disease
OMIM:615109,Cowden syndrome 6,id,Disease
OMIM:602475,Ossification of the posterior longitudinal ligament of spine,id,Disease
OMIM:604004,Megalencephalic leukoencephalopathy with subcortical cysts 1,id,Disease
OMIM:147400,"Incisors, shovel-shaped",id,Disease
OMIM:619733,Inclusion body myopathy and brain white matter abnormalities,id,Disease
OMIM:616400,"Palmoplantar keratoderma, nonepidermolytic, focal 2",id,Disease
OMIM:619727,"Craniotubular dysplasia, Ikegawa type",id,Disease
OMIM:616414,"Autoimmune interstitial lung, joint, and kidney disease",id,Disease
OMIM:274700,"Thyroid hormonogenesis, genetic defect in, 3",id,Disease
OMIM:614203,Parkinson disease 17,id,Disease
OMIM:614565,"Night blindness, congenital stationary, type 1E",id,Disease
OMIM:270200,Sjogren-Larsson syndrome,id,Disease
OMIM:619041,Monosomy 7 myelodysplasia and leukemia syndrome 2,id,Disease
OMIM:620818,MHC class II deficiency 5,id,Disease
OMIM:182990,Spinal intradural arachnoid cysts,id,Disease
OMIM:600510,Glaucoma-Related pigment dispersion syndrome,id,Disease
OMIM:601626,"Leukemia, acute myeloid",id,Disease
OMIM:620830,Auroneurodental syndrome,id,Disease
OMIM:617044,"Short stature, developmental delay, and congenital heart defects",id,Disease
OMIM:275350,Transcobalamin II deficiency,id,Disease
OMIM:119540,"Cleft palate, isolated",id,Disease
OMIM:615135,"Maple syrup urine disease, mild variant",id,Disease
OMIM:613544,Chromosome 6q11-q14 deletion syndrome,id,Disease
OMIM:271650,"Spondyloepimetaphyseal dysplasia, Irapa type",id,Disease
OMIM:268315,"Rod-cone dystrophy, sensorineural deafness, and Fanconi-type renal dysfunction",id,Disease
OMIM:135900,Coffin-Siris syndrome 1,id,Disease
OMIM:613550,Nephronophthisis 11,id,Disease
OMIM:609508,"Stickler sydrome, type I, nonsyndromic ocular",id,Disease
OMIM:616428,"Microphthalmia, isolated, with coloboma 10",id,Disease
OMIM:601154,"Cardiomyopathy, dilated, 1E",id,Disease
OMIM:235760,Hirschsprung disease with hypoplastic nails and dysmorphic facialfeatures,id,Disease
OMIM:617050,Hermansky-Pudlak syndrome 10,id,Disease
OMIM:618363,"Short stature, amelogenesis imperfecta, and skeletal dysplasia with scoliosis",id,Disease
OMIM:614559,Infantile cerebellar-retinal degeneration,id,Disease
OMIM:267740,Retinal degeneration and epilepsy,id,Disease
OMIM:173000,Pilonidal sinus,id,Disease
OMIM:618388,Fetal akinesia deformation sequence 2,id,Disease
OMIM:619096,Mismatch repair cancer syndrome 2,id,Disease
OMIM:609285,Nemaline myopathy 4,id,Disease
OMIM:125520,Cayler cardiofacial syndrome,id,Disease
OMIM:209700,Atrophoderma vermiculata,id,Disease
OMIM:603964,"Deafness, autosomal dominant 16",id,Disease
OMIM:244600,Keratoconus posticus circumscriptus,id,Disease
OMIM:213980,"Craniofacial dysmorphism, skeletal anomalies, and impaired intellectual development 1",id,Disease
OMIM:617911,Diamond-Blackfan anemia-like,id,Disease
OMIM:601815,Phosphoglycerate dehydrogenase deficiency,id,Disease
OMIM:620603,"Immunodeficiency 114, folate-responsive",id,Disease
OMIM:619082,"Microcornea, rod-cone dystrophy, cataract, and posterior staphyloma 1",id,Disease
OMIM:240300,"Autoimmune polyendocrinopathy syndrome , type I, with or without reversible metaphyseal dysplasia",id,Disease
OMIM:615860,Cone-Rod dystrophy 19,id,Disease
OMIM:617087,"Charcot-Marie-Tooth disease, axonal, type 2A2B",id,Disease
OMIM:616399,Brugada syndrome 9,id,Disease
OMIM:615848,"Melanoma, cutaneous malignant, susceptibility to, 10",id,Disease
OMIM:613587,Occult macular dystrophy,id,Disease
OMIM:612841,Hypotrichosis 5,id,Disease
OMIM:611390,"Spastic ataxia 3, autosomal recessive",id,Disease
OMIM:300718,"Myopathy, reducing body, X-linked, childhood-onset",id,Disease
OMIM:308350,Developmental and epileptic encephalopathy 1,id,Disease
OMIM:105800,"Aneurysm, intracranial berry, 1",id,Disease
OMIM:239199,"Hyperparathyroidism, neonatal self-limited primary, with hypercalciuria",id,Disease
OMIM:277590,Weaver syndrome,id,Disease
OMIM:617093,"Growth retardation, impaired intellectual development, hypotonia, and hepatopathy",id,Disease
OMIM:616602,Craniosynostosis 6,id,Disease
OMIM:619531,Cone-rod dystrophy 22,id,Disease
OMIM:600060,"Deafness, neurosensory, autosomal recessive 2",id,Disease
OMIM:602111,"Spondyloepimetaphyseal dysplasia, Missouri type",id,Disease
OMIM:600706,Proximal myopathy with focal depletion of mitochondria,id,Disease
OMIM:274270,Dihydropyrimidine dehydrogenase deficiency,id,Disease
OMIM:616170,Macular dystrophy with central cone involvement,id,Disease
OMIM:619243,Global developmental delay with speech and behavioral abnormalities,id,Disease
OMIM:115150,Cardiofaciocutaneous syndrome 1,id,Disease
OMIM:143470,Hyperalphalipoproteinemia 1,id,Disease
OMIM:145001,Hyperparathyroidism 2,id,Disease
OMIM:619525,"Congenital disorder of glycosylation, type IIw",id,Disease
OMIM:166800,OTOSCLEROSIS,id,Disease
OMIM:190600,"Triphalangeal thumb, nonopposable",id,Disease
OMIM:114500,Colorectal cancer,id,Disease
OMIM:163950,Noonan syndrome 1,id,Disease
OMIM:146520,Hypotrichosis 2,id,Disease
OMIM:159400,"Myasthenia, limb-girdle, autoimmune",id,Disease
OMIM:618613,Retinitis pigmentosa 86,id,Disease
OMIM:617520,"Microcephaly 18, primary, autosomal dominant",id,Disease
OMIM:618175,Warburg-Cinotti syndrome,id,Disease
OMIM:194300,"Woolly hair, autosomal dominant",id,Disease
OMIM:611637,"Primary lateral sclerosis, adult",id,Disease
OMIM:110000,"Blepharochalasis, superior",id,Disease
OMIM:616158,"Mental retardation, autosomal dominant 31",id,Disease
OMIM:615451,"Ciliary dyskinesia, primary, 23",id,Disease
OMIM:312863,"Combined immunodeficiency, X-linked",id,Disease
OMIM:603233,"Pseudohypoparathyroidism, type IB",id,Disease
OMIM:271320,"Spinocerebellar degeneration with macular corneal dystrophy, congenitalcataracts, and myopia",id,Disease
OMIM:618161,Joubert syndrome 35,id,Disease
OMIM:617252,Uncombable hair syndrome 3,id,Disease
OMIM:608372,"Deafness, autosomal dominant nonsyndromic sensorineural 49",id,Disease
OMIM:619519,"Charcot-Marie-Tooth disease, axonal, type 2FF",id,Disease
OMIM:601356,"Lethal short-limb skeletal dysplasia, al Gazali type",id,Disease
OMIM:182210,Shprintzen omphalocele syndrome,id,Disease
OMIM:620398,Glycine encephalopathy 2,id,Disease
OMIM:227600,Factor X deficiency,id,Disease
OMIM:613752,Hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase,id,Disease
OMIM:605130,Wiedemann-Steiner syndrome,id,Disease
OMIM:616819,"Corpus callosum, agenesis of, with facial anomalies and cerebellar ataxia",id,Disease
OMIM:609939,"Systemic lupus erythematosus, susceptibility to, 6",id,Disease
OMIM:137440,Gerstmann-Straussler disease,id,Disease
OMIM:620415,Woolly hair-skin fragility syndrome,id,Disease
OMIM:125050,Deafness with anhidrotic ectodermal dysplasia,id,Disease
OMIM:611804,Elliptocytosis 1,id,Disease
OMIM:620367,"Pulmonary fibrosis and/or bone marrow failure syndrome, telomere-related, 8",id,Disease
OMIM:156900,"Microphthalmia, isolated, with corectopia",id,Disease
OMIM:618820,Genitourinary and/or/brain malformation syndrome,id,Disease
OMIM:169500,"Leukodystrophy, adult-onset, autosomal dominant",id,Disease
OMIM:618808,Intellectual developmental disorder with poor growth and with or without seizures or ataxia,id,Disease
OMIM:313200,"Spinal and bulbar muscular atrophy, X-linked 1",id,Disease
OMIM:614954,"Congenital heart defects, multiple types, 3",id,Disease
OMIM:120100,Familial cold inflammatory syndrome 1,id,Disease
OMIM:213200,"Spinocerebellar ataxia, autosomal recessive 2",id,Disease
OMIM:615486,Interstitial lung and liver disease,id,Disease
OMIM:614940,"Ectodermal dysplasia 11A, hypohidrotic/hair/tooth type, autosomal dominant",id,Disease
OMIM:613949,Okt4 epitope deficiency,id,Disease
OMIM:217700,"Corneal endothelial dystrophy, autosomal recessive",id,Disease
OMIM:613791,Masp2 deficiency,id,Disease
OMIM:616831,Luscan-Lumish syndrome,id,Disease
OMIM:247650,Lymphokine deficiency,id,Disease
OMIM:614941,"Ectodermal dysplasia 11B, hypohidrotic/hair/tooth type, autosomal recessive",id,Disease
OMIM:617290,"Epilepsy, early-onset, vitamin b6-dependent",id,Disease
OMIM:613790,"Complement component 8 deficiency, type I",id,Disease
OMIM:203760,Alpha-2-deficient collagen disease,id,Disease
OMIM:617284,"Dystonia 28, childhood-onset",id,Disease
OMIM:620428,"Neurodevelopmental disorder with motor and language delay, ocular defects, and brain abnormalities",id,Disease
OMIM:600920,Van den Ende-Gupta syndrome,id,Disease
OMIM:615493,"Mental retardation, autosomal recessive 37",id,Disease
OMIM:103900,"Aldosteronism, glucocorticoid-remediable",id,Disease
OMIM:218340,Temtamy syndrome,id,Disease
OMIM:620400,"Pulmonary fibrosis and/or bone marrow failure syndrome, telomere-related, 9",id,Disease
OMIM:171400,"Multiple endocrine neoplasia, type IIA",id,Disease
OMIM:619281,"Immunodeficiency 14B, autosomal recessive",id,Disease
OMIM:175100,Adenomatous polyposis coli,id,Disease
OMIM:618821,Rhizomelic limb shortening with dysmorphic features,id,Disease
OMIM:138000,Glomuvenous malformations,id,Disease
OMIM:620366,"Osteopetrosis, autosomal recessive 9",id,Disease
OMIM:618835,Combined oxidative phosphorylation deficiency 40,id,Disease
OMIM:620372,Hypersulfaturia,id,Disease
OMIM:616818,"Iga nephropathy, susceptibility to, 3",id,Disease
OMIM:246200,Donohue syndrome,id,Disease
OMIM:613960,"Chronic granulomatous disease 3, autosomal recessive",id,Disease
OMIM:614969,"Pontocerebellar hypoplasia, type 7",id,Disease
OMIM:210720,"Microcephalic osteodysplastic primordial dwarfism, type II",id,Disease
OMIM:242700,Immune defect due to absence of thymus,id,Disease
OMIM:617253,Seckel syndrome 10,id,Disease
OMIM:618160,"Pituitary hormone deficiency, combined or isolated, 7",id,Disease
OMIM:180360,RHINY,id,Disease
OMIM:615444,"Ciliary dyskinesia, primary, 22",id,Disease
OMIM:618606,"Pontocerebellar hypoplasia, type 13",id,Disease
OMIM:608415,Prolonged electroretinal response suppression 1,id,Disease
OMIM:606438,Huntington disease-like 2,id,Disease
OMIM:273250,"46, XY sex reversal 11",id,Disease
OMIM:619518,"Muscular dystrophy, congenital hearing loss, and ovarian insufficiency syndrome",id,Disease
OMIM:601357,"Brachial amelia, cleft lip, and holoprosencephaly",id,Disease
OMIM:618612,"Lower urinary tract obstruction, congenital",id,Disease
OMIM:603554,Omenn syndrome,id,Disease
OMIM:261640,"Hyperphenylalaninemia, BH4-deficient, A",id,Disease
